benchmark,tool,runs,"budget",tgen,avgcovi,avgcovb,avgcovm
"Math-91","evosuite",6,120,122.2,0.972,0.959,0.691
"Math-93","evosuite",6,120,127.8,0.84,0.804,0.46
"Time-10","evosuite",6,120,119.3,0.914,0.905,0.632
"Time-11","evosuite",6,120,119.3,0.325,0.278,0.156
"Time-13","evosuite",6,120,123.7,0.527,0.31,0.167
"Time-20","evosuite",6,120,128.5,0.364,0.255,0.111
"Time-23","evosuite",6,120,120.5,0.839,0.727,0.492
"Time-3","evosuite",6,120,123.2,0.91,0.843,0.475
"Time-4","evosuite",6,120,121.6,0.769,0.61,0.387
"Time-5","evosuite",6,120,124.9,0.973,0.843,0.451
"Time-7","evosuite",6,120,124.5,0.867,0.803,0.461
"Time-8","evosuite",6,120,120.6,0.813,0.704,0.476
"Chart-11","jtexpert",6,120,118.5,0.914,0.778,0.453
"Chart-12","jtexpert",6,120,174.5,0.522,0.396,0.092
"Chart-16","jtexpert",6,120,132.3,0.804,0.744,0.285
"Chart-17","jtexpert",6,120,141.1,0.577,0.514,0.212
"Chart-1","jtexpert",6,120,207.2,0.307,0.239,0.061
"Chart-20","jtexpert",6,120,113.3,0.909,0.75,0.454
"Chart-23","jtexpert",6,120,223,0.453,0.324,0.087
"Chart-24","jtexpert",6,120,103.2,0.82,0.883,0.346
"Chart-25","jtexpert",6,120,140.4,0.111,0.064,0.009
"Chart-26","jtexpert",6,120,208.5,0,0,0
"Chart-2","jtexpert",6,120,132.6,0.551,0.472,0.265
"Chart-3","jtexpert",6,120,152.5,0.745,0.628,0.385
"Chart-4","jtexpert",6,120,233.5,0.092,0.051,0.024
"Chart-6","jtexpert",6,120,107,0.5,0.5,0.178
"Chart-7","jtexpert",6,120,122.4,0.846,0.765,0.602
"Chart-9","jtexpert",6,120,146.2,0.594,0.509,0.249
"Closure-100","jtexpert",6,120,120.5,0.4,0.157,0.068
"Closure-124","jtexpert",6,120,111.2,0.04,0.014,0.013
"Closure-130","jtexpert",6,120,111.8,0.072,0.03,0
"Closure-132","jtexpert",6,120,134.6,0.14,0.103,0.079
"Closure-14","jtexpert",6,120,114.2,0.249,0.143,0.104
"Closure-16","jtexpert",6,120,108.9,0.25,0.133,0.087
"Closure-20","jtexpert",6,120,131.1,0.136,0.101,0.067
"Closure-46","jtexpert",6,120,107.4,0,0,0
"Closure-68","jtexpert",6,120,241,0,0,0
"Closure-74","jtexpert",6,120,121.9,0.067,0.029,0.013
"Closure-98","jtexpert",6,120,127.3,0.568,0.266,0.161
"Closure-99","jtexpert",6,120,118.4,0.4,0.142,0.065
"Lang-28","jtexpert",6,120,104.4,0.486,0.406,0.081
"Lang-33","jtexpert",6,120,129.2,0.909,0.856,0.549
"Lang-36","jtexpert",6,120,126.9,0.958,0.854,0.392
"Lang-37","jtexpert",6,120,149.7,0.944,0.816,0.705
"Lang-41","jtexpert",6,120,121.9,0.913,0.851,0.526
"Lang-43","jtexpert",6,120,109.1,0.544,0.417,0.199
"Lang-47","jtexpert",6,120,206.9,0.964,0.913,0.562
"Lang-50","jtexpert",6,120,128.6,0.933,0.837,0.699
"Lang-57","jtexpert",6,120,112.4,0.942,0.804,0.532
"Lang-58","jtexpert",6,120,127.3,0.946,0.846,0.537
"Lang-59","jtexpert",6,120,194.2,0.968,0.919,0.563
"Lang-60","jtexpert",6,120,194.9,0.974,0.926,0.581
"Lang-63","jtexpert",6,120,113.9,0.987,0.957,0.732
"Lang-65","jtexpert",6,120,123,0.907,0.774,0.419
"Math-103","jtexpert",6,120,111.7,0.769,0.685,0.461
"Math-106","jtexpert",6,120,109.8,0.756,0.631,0.311
"Math-18","jtexpert",6,120,146.8,0.622,0.46,0.119
"Math-20","jtexpert",6,120,143,0.502,0.342,0.067
"Math-21","jtexpert",6,120,131.4,0.875,0.851,0.246
"Math-2","jtexpert",6,120,109.2,0.992,0.948,0.767
"Math-39","jtexpert",6,120,108.1,0.296,0,0.004
"Math-44","jtexpert",6,120,126.6,0.197,0.043,0.062
"Math-52","jtexpert",6,120,119.7,0.786,0.722,0.491
"Math-56","jtexpert",6,120,144.1,0.954,0.848,0.495
"Math-64","jtexpert",6,120,119.9,0.054,0,0
"Math-67","jtexpert",6,120,142.4,0.731,0.607,0.294
"Math-7","jtexpert",6,120,130.1,0.263,0.051,0.081
"Math-88","jtexpert",6,120,114.3,0.681,0.59,0.327
"Math-91","jtexpert",6,120,112.1,0.936,0.833,0.678
"Math-93","jtexpert",6,120,168.9,0.777,0.727,0.531
"Time-10","jtexpert",6,120,112.3,0.838,0.764,0.692
"Time-11","jtexpert",6,120,131.6,0.35,0.31,0.134
"Time-13","jtexpert",6,120,168.7,0.924,0.818,0.495
"Time-20","jtexpert",6,120,162,0.8,0.696,0.446
"Time-23","jtexpert",6,120,132.2,0.779,0.664,0.415
"Time-3","jtexpert",6,120,120.2,0.863,0.875,0.22
"Time-4","jtexpert",6,120,139.6,0.939,0.921,0.579
"Time-5","jtexpert",6,120,117.7,0.975,0.929,0.663
"Time-7","jtexpert",6,120,141.9,0.876,0.71,0.36
"Time-8","jtexpert",6,120,130.4,0.758,0.622,0.39
"Chart-11","randoop",6,240,245.1,0.564,0.344,0.076
"Chart-12","randoop",6,240,250.5,0.486,0.38,0.073
"Chart-16","randoop",6,240,250.7,0.602,0.585,0.547
"Chart-17","randoop",6,240,247.7,0.4,0.251,0.12
"Chart-1","randoop",6,240,250.9,0.342,0.227,0.138
"Chart-20","randoop",6,240,249.5,0.863,0.625,0.454
"Chart-23","randoop",6,240,251.2,0.416,0.303,0.035
"Chart-24","randoop",6,240,244,0.92,0.8,0.756
"Chart-25","randoop",6,240,251,0.093,0.022,0.005
"Chart-26","randoop",6,240,252.4,0.531,0.328,0.118
"Chart-2","randoop",6,240,251.4,0.293,0.229,0.146
"Chart-3","randoop",6,240,249.8,0,0,0
"Chart-4","randoop",6,240,251.5,0.533,0.383,0.196
"Chart-6","randoop",6,240,246,0.441,0.437,0.178
"Chart-7","randoop",6,240,249.6,0.959,0.87,0.641
"Chart-9","randoop",6,240,248.8,0.467,0.336,0.157
"Closure-100","randoop",6,240,250.1,0.377,0.142,0.081
"Closure-124","randoop",6,240,249.1,0.094,0.044,0.027
"Closure-130","randoop",6,240,251.9,0.072,0.03,0
"Closure-132","randoop",6,240,251.6,0.062,0.035,0.02
"Closure-14","randoop",6,240,250.6,0.253,0.164,0.123
"Closure-16","randoop",6,240,250.9,0.242,0.12,0.09
"Closure-20","randoop",6,240,251.6,0.036,0.024,0.028
"Closure-46","randoop",6,240,247.4,0.068,0,0
"Closure-68","randoop",6,240,248.7,0.261,0.164,0.092
"Closure-74","randoop",6,240,252.8,0.031,0.011,0.001
"Closure-98","randoop",6,240,252.4,0.227,0.083,0.04
"Closure-99","randoop",6,240,249,0.244,0.053,0.032
"Lang-28","randoop",6,240,249.3,0.12,0.062,0.104
"Lang-33","randoop",6,240,246.9,0.809,0.6,0.49
"Lang-36","randoop",6,240,245.2,0,0,0
"Lang-37","randoop",6,240,246.7,0.989,0.961,0.812
"Lang-41","randoop",6,240,244.6,0.69,0.527,0.485
"Lang-43","randoop",6,240,251.6,0.122,0.01,0
"Lang-47","randoop",6,240,245.3,0.888,0.834,0.673
"Lang-50","randoop",6,240,252.5,0.782,0.723,0.466
"Lang-57","randoop",6,240,244.1,0.815,0.593,0.209
"Lang-58","randoop",6,240,274.7,0.836,0.698,0.483
"Lang-59","randoop",6,240,246,0.885,0.836,0.595
"Lang-60","randoop",6,240,245.7,0.891,0.837,0.652
"Lang-63","randoop",6,240,248,0,0,0
"Lang-65","randoop",6,240,244.7,0.86,0.702,0.337
"Math-103","randoop",6,240,246,0.976,0.944,0.824
"Math-106","randoop",6,240,245.1,0.555,0.368,0.043
"Math-18","randoop",6,240,249.3,0.07,0.007,0
"Math-20","randoop",6,240,248.1,0.067,0.007,0
"Math-21","randoop",6,240,248.8,0.781,0.75,0.284
"Math-2","randoop",6,240,256.5,1,1,0.984
"Math-39","randoop",6,240,255,0.296,0,0.043
"Math-44","randoop",6,240,249.8,0.325,0.086,0.101
"Math-52","randoop",6,240,245.2,0.614,0.311,0.078
"Math-56","randoop",6,240,247,0.214,0.156,0.101
"Math-64","randoop",6,240,246.1,0.102,0,0.001
"Math-67","randoop",6,240,246.8,0,0,0
"Math-7","randoop",6,240,247.8,0.291,0.068,0.101
"Math-88","randoop",6,240,247.8,0.106,0.044,0.01
"Math-91","randoop",6,240,281.5,0.879,0.711,0.541
"Math-93","randoop",6,240,419.3,0.781,0.741,0.631
"Time-10","randoop",6,240,249.8,0.814,0.826,0.422
"Time-11","randoop",6,240,249.4,0.202,0.15,0.064
"Time-13","randoop",6,240,248.2,0.776,0.637,0.297
"Time-20","randoop",6,240,248.4,0.719,0.579,0.282
"Time-23","randoop",6,240,250.3,0.781,0.654,0.441
"Time-3","randoop",6,240,249.4,0.78,0.751,0.327
"Time-4","randoop",6,240,249.1,0.625,0.487,0.143
"Time-5","randoop",6,240,250.5,0.756,0.578,0.032
"Time-7","randoop",6,240,249.3,0.864,0.784,0.222
"Time-8","randoop",6,240,248.8,0.764,0.651,0.432
"Chart-11","t3",6,240,51.8,0.711,0.58,0.122
"Chart-12","t3",6,240,161.6,0.491,0.45,0.158
"Chart-16","t3",6,240,65.8,0.426,0.341,0.247
"Chart-17","t3",6,240,189.8,0.933,0.896,0.554
"Chart-1","t3",6,240,8.8,0,0,0
"Chart-20","t3",6,240,68.6,0.825,0.687,0.454
"Chart-23","t3",6,240,240.1,0.352,0.282,0.135
"Chart-24","t3",6,240,13.9,1,1,0.909
"Chart-25","t3",6,240,239.6,0.199,0.112,0.014
"Chart-26","t3",6,240,10.5,0,0,0
"Chart-2","t3",6,240,133.3,0.532,0.425,0.332
"Chart-3","t3",6,240,227,0.945,0.876,0.497
"Chart-4","t3",6,240,246.5,0.459,0.351,0.278
"Chart-6","t3",6,240,22.8,0.5,0.5,0.25
"Chart-7","t3",6,240,52,0.973,0.944,0.608
"Chart-9","t3",6,240,163.4,0.945,0.922,0.576
"Closure-100","t3",6,240,249.7,0.262,0.11,0.127
"Closure-124","t3",6,240,147.7,0.094,0.044,0.027
"Closure-130","t3",6,240,262.5,0.075,0.03,0.001
"Closure-132","t3",6,240,22.4,0,0,0
"Closure-14","t3",6,240,253.8,0.284,0.215,0.201
"Closure-16","t3",6,240,131.9,0.289,0.114,0.157
"Closure-20","t3",6,240,25.7,0,0,0
"Closure-46","t3",6,240,39.8,0.068,0,0
"Closure-68","t3",6,240,84.1,0.148,0.079,0.037
"Closure-74","t3",6,240,71.7,0.057,0.03,0.008
"Closure-98","t3",6,240,233.6,0.2,0.102,0.129
"Closure-99","t3",6,240,251,0.222,0.08,0.104
"Lang-28","t3",6,240,15.4,0.12,0.187,0.135
"Lang-33","t3",6,240,7.7,0,0,0
"Lang-36","t3",6,240,34.6,0.9,0.748,0.369
"Lang-37","t3",6,240,95.2,0.985,0.979,0.973
"Lang-41","t3",6,240,6.5,0,0,0
"Lang-43","t3",6,240,38.9,0.122,0.01,0
"Lang-47","t3",6,240,169.2,0.987,0.967,0.869
"Lang-50","t3",6,240,104.5,0.944,0.897,0.601
"Lang-57","t3",6,240,16.6,0.868,0.703,0.416
"Lang-58","t3",6,240,39.9,0.904,0.785,0.467
"Lang-59","t3",6,240,152.4,0.99,0.975,0.856
"Lang-60","t3",6,240,140.2,0.99,0.975,0.861
"Lang-63","t3",6,240,247.5,0.914,0.868,0.764
"Lang-65","t3",6,240,31.7,0.954,0.901,0.532
"Math-103","t3",6,240,29.6,0.976,0.944,0.819
"Math-106","t3",6,240,75.6,0.682,0.578,0.369
"Math-18","t3",6,240,252.8,0.07,0.007,0.003
"Math-20","t3",6,240,251.1,0.07,0.007,0.003
"Math-21","t3",6,240,281.5,0,0,0
"Math-2","t3",6,240,56.5,1,1,0.815
"Math-39","t3",6,240,10.1,0,0,0
"Math-44","t3",6,240,10.8,0,0,0
"Math-52","t3",6,240,62.7,0.761,0.486,0.613
"Math-56","t3",6,240,42.1,0.978,0.994,0.81
"Math-64","t3",6,240,37.1,0.254,0.129,0.027
"Math-67","t3",6,240,258.8,0.738,0.612,0.364
"Math-7","t3",6,240,11.1,0,0,0
"Math-88","t3",6,240,77.7,0.106,0.044,0.01
"Math-91","t3",6,240,35.4,0.934,0.835,0.621
"Math-93","t3",6,240,278,0.474,0.394,0.268
"Time-10","t3",6,240,7.7,0,0,0
"Time-11","t3",6,240,79.6,0.581,0.463,0.183
"Time-13","t3",6,240,248.9,0.587,0.435,0.234
"Time-20","t3",6,240,203.4,0.832,0.745,0.379
"Time-23","t3",6,240,8.5,0,0,0
"Time-3","t3",6,240,226.1,0.848,0.783,0.653
"Time-4","t3",6,240,100.2,0.989,0.985,0.803
"Time-5","t3",6,240,248.4,0.973,0.924,0.671
"Time-7","t3",6,240,148.5,0.384,0.248,0.13
"Time-8","t3",6,240,8.2,0,0,0
"Chart-11","evosuite",6,240,315.5,0.62,0.573,0.188
"Chart-12","evosuite",6,240,230.4,0.648,0.555,0.203
"Chart-16","evosuite",6,240,231.2,0.852,0.8,0.526
"Chart-17","evosuite",6,240,234.3,0.872,0.809,0.39
"Chart-1","evosuite",6,240,244.5,0.51,0.399,0.174
"Chart-20","evosuite",6,240,190.4,0.954,0.875,0.818
"Chart-23","evosuite",6,240,269.2,0.43,0.348,0.069
"Chart-24","evosuite",6,240,183,1,1,0.734
"Chart-25","evosuite",6,240,344.5,0.184,0.1,0.023
"Chart-26","evosuite",6,240,243.4,0.735,0.632,0.197
"Chart-2","evosuite",6,240,244,0.672,0.621,0.433
"Chart-3","evosuite",6,240,235.9,0.903,0.813,0.449
"Chart-4","evosuite",6,240,251.1,0.558,0.416,0.197
"Chart-6","evosuite",6,240,186.6,0.553,0.489,0.19
"Chart-7","evosuite",6,240,232.2,0.969,0.953,0.673
"Chart-9","evosuite",6,240,233.5,0.836,0.755,0.361
"Closure-100","evosuite",6,240,223.1,0.407,0.211,0.205
"Closure-124","evosuite",6,240,223.5,0.367,0.223,0.15
"Closure-130","evosuite",6,240,228.5,0.131,0.053,0.007
"Closure-132","evosuite",6,240,241.8,0.113,0.062,0.074
"Closure-14","evosuite",6,240,238.5,0.318,0.204,0.199
"Closure-16","evosuite",6,240,209.9,0.242,0.112,0.056
"Closure-20","evosuite",6,240,236.6,0.126,0.072,0.1
"Closure-46","evosuite",6,240,232.5,0.755,0.636,0.373
"Closure-68","evosuite",6,240,234.2,0.228,0.165,0.093
"Closure-74","evosuite",6,240,238.6,0.089,0.05,0.024
"Closure-98","evosuite",6,240,228.1,0.572,0.206,0.224
"Closure-99","evosuite",6,240,220.4,0.425,0.198,0.181
"Lang-28","evosuite",6,240,165.3,0.473,0.51,0.241
"Lang-33","evosuite",6,240,220,0.845,0.666,0.436
"Lang-36","evosuite",6,240,231,0.903,0.759,0.387
"Lang-37","evosuite",6,240,238.2,0.88,0.721,0.566
"Lang-41","evosuite",6,240,225.1,0.861,0.677,0.464
"Lang-43","evosuite",6,240,198.7,0.532,0.415,0.193
"Lang-47","evosuite",6,240,244.3,0.862,0.786,0.439
"Lang-50","evosuite",6,240,238.7,0.851,0.738,0.508
"Lang-57","evosuite",6,240,178.6,0.839,0.664,0.376
"Lang-58","evosuite",6,240,230.1,0.862,0.734,0.376
"Lang-59","evosuite",6,240,244.2,0.86,0.79,0.447
"Lang-60","evosuite",6,240,242,0.854,0.77,0.449
"Lang-63","evosuite",6,240,230.3,0.826,0.802,0.207
"Lang-65","evosuite",6,240,221,0.94,0.879,0.519
"Math-103","evosuite",6,240,174.1,0.857,0.777,0.637
"Math-106","evosuite",6,240,171.2,0.854,0.763,0.409
"Math-18","evosuite",6,240,239.7,0.822,0.667,0.264
"Math-20","evosuite",6,240,240.1,0.867,0.719,0.287
"Math-21","evosuite",6,240,178.9,0.733,0.732,0.281
"Math-2","evosuite",6,240,225.9,0.997,0.987,0.895
"Math-39","evosuite",6,240,236,0.895,0.691,0.303
"Math-44","evosuite",6,240,234.7,0.681,0.583,0.349
"Math-52","evosuite",6,240,237.7,0.97,0.886,0.795
"Math-56","evosuite",6,240,232.7,0.997,0.984,0.742
"Math-64","evosuite",6,240,209.4,0.665,0.549,0.164
"Math-67","evosuite",6,240,237.1,0.868,0.867,0.474
"Math-7","evosuite",6,240,231.8,0.746,0.591,0.331
"Math-88","evosuite",6,240,227.9,0.942,0.868,0.528
"Math-91","evosuite",6,240,225.6,0.975,0.974,0.707
"Math-93","evosuite",6,240,240.9,0.859,0.834,0.657
"Time-10","evosuite",6,240,214.8,0.885,0.865,0.596
"Time-11","evosuite",6,240,219,0.463,0.401,0.194
"Time-13","evosuite",6,240,238.4,0.654,0.445,0.251
"Time-20","evosuite",6,240,244.3,0.684,0.526,0.277
"Time-23","evosuite",6,240,232.1,0.839,0.738,0.502
"Time-3","evosuite",6,240,236.2,0.935,0.904,0.559
"Time-4","evosuite",6,240,234.1,0.935,0.871,0.679
"Time-5","evosuite",6,240,240.9,0.984,0.906,0.734
"Time-7","evosuite",6,240,237.2,0.9,0.84,0.546
"Time-8","evosuite",6,240,234.6,0.828,0.728,0.515
"Chart-11","jtexpert",6,240,223.5,0.765,0.649,0.386
"Chart-12","jtexpert",6,240,297.3,0.53,0.436,0.104
"Chart-16","jtexpert",6,240,241.6,0.83,0.791,0.309
"Chart-17","jtexpert",6,240,250.5,0.644,0.573,0.25
"Chart-1","jtexpert",6,240,314.8,0.398,0.316,0.098
"Chart-20","jtexpert",6,240,220.8,0.909,0.75,0.454
"Chart-23","jtexpert",6,240,326,0.416,0.321,0.084
"Chart-24","jtexpert",6,240,172,0.886,0.916,0.432
"Chart-25","jtexpert",6,240,255.4,0.139,0.094,0.012
"Chart-26","jtexpert",6,240,317.5,0,0,0
"Chart-2","jtexpert",6,240,240.1,0.634,0.562,0.329
"Chart-3","jtexpert",6,240,258.7,0.768,0.68,0.401
"Chart-4","jtexpert",6,240,427.2,0,0,0
"Chart-6","jtexpert",6,240,209.1,0.5,0.5,0.178
"Chart-7","jtexpert",6,240,224.3,0.895,0.873,0.715
"Chart-9","jtexpert",6,240,251.4,0.63,0.57,0.288
"Closure-100","jtexpert",6,240,222.5,0.437,0.181,0.076
"Closure-124","jtexpert",6,240,213.3,0.04,0.014,0.013
"Closure-130","jtexpert",6,240,214.8,0.072,0.03,0
"Closure-132","jtexpert",6,240,236.7,0.143,0.106,0.075
"Closure-14","jtexpert",6,240,218.7,0.254,0.149,0.099
"Closure-16","jtexpert",6,240,211.9,0.25,0.133,0.119
"Closure-20","jtexpert",6,240,239.2,0.142,0.107,0.089
"Closure-46","jtexpert",6,240,209.6,0,0,0
"Closure-68","jtexpert",6,240,406.5,0,0,0
"Closure-74","jtexpert",6,240,224.5,0.071,0.033,0.017
"Closure-98","jtexpert",6,240,232,0.58,0.294,0.171
"Closure-99","jtexpert",6,240,222.3,0.451,0.196,0.08
"Lang-28","jtexpert",6,240,207.5,0.466,0.427,0.058
"Lang-33","jtexpert",6,240,229.5,0.914,0.86,0.604
"Lang-36","jtexpert",6,240,232.1,0.963,0.874,0.472
"Lang-37","jtexpert",6,240,255.5,0.946,0.818,0.613
"Lang-41","jtexpert",6,240,235.2,0.914,0.864,0.575
"Lang-43","jtexpert",6,240,213,0.546,0.427,0.206
"Lang-47","jtexpert",6,240,319.5,0.986,0.937,0.59
"Lang-50","jtexpert",6,240,231,0.923,0.822,0.753
"Lang-57","jtexpert",6,240,215.3,0.942,0.802,0.54
"Lang-58","jtexpert",6,240,231.2,0.951,0.865,0.502
"Lang-59","jtexpert",6,240,306.2,0.985,0.941,0.613
"Lang-60","jtexpert",6,240,300.2,0.989,0.94,0.588
"Lang-63","jtexpert",6,240,216,0.989,0.959,0.708
"Lang-65","jtexpert",6,240,224.6,0.915,0.787,0.452
"Math-103","jtexpert",6,240,209.3,0.603,0.518,0.364
"Math-106","jtexpert",6,240,213.1,0.798,0.684,0.282
"Math-18","jtexpert",6,240,255.5,0.772,0.62,0.176
"Math-20","jtexpert",6,240,248.9,0.724,0.554,0.157
"Math-21","jtexpert",6,240,232.9,0.875,0.803,0.261
"Math-2","jtexpert",6,240,211.7,0.997,0.955,0.784
"Math-39","jtexpert",6,240,211.2,0.296,0,0.01
"Math-44","jtexpert",6,240,237.4,0.298,0.065,0.087
"Math-52","jtexpert",6,240,222.9,0.747,0.696,0.453
"Math-56","jtexpert",6,240,262.2,0.942,0.812,0.483
"Math-64","jtexpert",6,240,224.9,0.054,0,0
"Math-67","jtexpert",6,240,245.3,0.664,0.504,0.237
"Math-7","jtexpert",6,240,231.2,0.183,0.04,0.05
"Math-88","jtexpert",6,240,221,0.679,0.6,0.308
"Math-91","jtexpert",6,240,216.2,0.937,0.837,0.674
"Math-93","jtexpert",6,240,381.1,0.524,0.501,0.359
"Time-10","jtexpert",6,240,214.9,0.845,0.771,0.694
"Time-11","jtexpert",6,240,238.5,0.367,0.322,0.149
"Time-13","jtexpert",6,240,298.7,0.942,0.842,0.521
"Time-20","jtexpert",6,240,273.2,0.825,0.716,0.437
"Time-23","jtexpert",6,240,237.7,0.767,0.651,0.399
"Time-3","jtexpert",6,240,224.1,0.883,0.883,0.233
"Time-4","jtexpert",6,240,245.8,0.941,0.933,0.614
"Time-5","jtexpert",6,240,232.6,0.971,0.929,0.668
"Time-7","jtexpert",6,240,245.9,0.906,0.759,0.403
"Time-8","jtexpert",6,240,235.4,0.753,0.616,0.383
"Chart-11","randoop",6,480,486.7,0.564,0.344,0.076
"Chart-12","randoop",6,480,494.5,0.486,0.38,0.073
"Chart-16","randoop",6,480,494.7,0.612,0.605,0.562
"Chart-17","randoop",6,480,491.9,0.5,0.318,0.149
"Chart-1","randoop",6,480,494.2,0.342,0.227,0.138
"Chart-20","randoop",6,480,492.6,0.863,0.625,0.56
"Chart-23","randoop",6,480,493.8,0.416,0.303,0.035
"Chart-24","randoop",6,480,483.9,0.92,0.8,0.756
"Chart-25","randoop",6,480,495,0.093,0.022,0.005
"Chart-26","randoop",6,480,495.6,0.567,0.388,0.126
"Chart-2","randoop",6,480,494,0.293,0.229,0.146
"Chart-3","randoop",6,480,494,0.242,0.134,0.071
"Chart-4","randoop",6,480,498.5,0.591,0.46,0.297
"Chart-6","randoop",6,480,489.7,0.441,0.437,0.178
"Chart-7","randoop",6,480,492.6,0.966,0.888,0.669
"Chart-9","randoop",6,480,493.4,0.527,0.415,0.204
"Closure-100","randoop",6,480,495.4,0.488,0.247,0.246
"Closure-124","randoop",6,480,492.1,0.094,0.044,0.027
"Closure-130","randoop",6,480,495.5,0.072,0.03,0
"Closure-132","randoop",6,480,493.2,0.062,0.035,0.02
"Closure-14","randoop",6,480,494.5,0.264,0.184,0.13
"Closure-16","randoop",6,480,495.3,0.242,0.12,0.09
"Closure-20","randoop",6,480,495.7,0.036,0.024,0.028
"Closure-46","randoop",6,480,490.2,0.068,0,0
"Closure-68","randoop",6,480,492.3,0.283,0.2,0.113
"Closure-74","randoop",6,480,496.6,0.031,0.011,0.001
"Closure-98","randoop",6,480,495.7,0.227,0.083,0.04
"Closure-99","randoop",6,480,493.8,0.425,0.139,0.044
"Lang-28","randoop",6,480,494.5,0.12,0.062,0.102
"Lang-33","randoop",6,480,489.7,0.835,0.655,0.52
"Lang-36","randoop",6,480,401.3,0,0,0
"Lang-37","randoop",6,480,489.1,0.99,0.973,0.827
"Lang-41","randoop",6,480,486.5,0.69,0.527,0.485
"Lang-43","randoop",6,480,500.3,0.122,0.01,0
"Lang-47","randoop",6,480,487.4,0.906,0.867,0.748
"Lang-50","randoop",6,480,494.1,0.782,0.723,0.467
"Lang-57","randoop",6,480,485,0.815,0.593,0.209
"Lang-58","randoop",6,480,566.2,0.058,0.029,0.015
"Lang-59","randoop",6,480,488.7,0.912,0.866,0.71
"Lang-60","randoop",6,480,487.8,0.904,0.868,0.712
"Lang-63","randoop",6,480,387.5,0,0,0
"Lang-65","randoop",6,480,486.5,0.87,0.714,0.362
"Math-103","randoop",6,480,488.8,0.976,0.944,0.833
"Math-106","randoop",6,480,487.4,0.724,0.578,0.304
"Math-18","randoop",6,480,543.4,0.07,0.007,0
"Math-20","randoop",6,480,481.1,0,0,0
"Math-21","randoop",6,480,492.8,0.781,0.75,0.294
"Math-2","randoop",6,480,664,1,1,0.986
"Math-39","randoop",6,480,499.8,0.296,0,0.071
"Math-44","randoop",6,480,491.6,0.325,0.086,0.111
"Math-52","randoop",6,480,487.6,0.62,0.326,0.095
"Math-56","randoop",6,480,487.6,0.214,0.156,0.101
"Math-64","randoop",6,480,488.6,0.102,0,0.001
"Math-67","randoop",6,480,489.8,0,0,0
"Math-7","randoop",6,480,490.3,0.291,0.068,0.109
"Math-88","randoop",6,480,668.7,0.106,0.044,0.01
"Math-91","randoop",6,480,527.2,0.901,0.788,0.623
"Math-93","randoop",6,480,575.6,0.781,0.745,0.637
"Time-10","randoop",6,480,492.5,0.869,0.905,0.46
"Time-11","randoop",6,480,492.4,0.202,0.155,0.065
"Time-13","randoop",6,480,491.9,0.812,0.686,0.359
"Time-20","randoop",6,480,492.6,0.751,0.624,0.258
"Time-23","randoop",6,480,493.8,0.784,0.66,0.45
"Time-3","randoop",6,480,493.7,0.783,0.796,0.553
"Time-4","randoop",6,480,492.6,0.69,0.57,0.24
"Time-5","randoop",6,480,493.1,0.755,0.588,0.032
"Time-7","randoop",6,480,493.5,0.869,0.797,0.255
"Time-8","randoop",6,480,492.6,0.764,0.657,0.451
"Chart-11","t3",6,480,57.1,0.709,0.577,0.122
"Chart-12","t3",6,480,152,0.493,0.452,0.162
"Chart-16","t3",6,480,64.4,0.432,0.351,0.242
"Chart-17","t3",6,480,202.1,0.937,0.907,0.494
"Chart-1","t3",6,480,11,0,0,0
"Chart-20","t3",6,480,71.7,0.666,0.52,0.348
"Chart-23","t3",6,480,422.6,0.355,0.285,0.126
"Chart-24","t3",6,480,14.6,1,1,0.914
"Chart-25","t3",6,480,346,0.209,0.122,0.016
"Chart-26","t3",6,480,10.5,0,0,0
"Chart-2","t3",6,480,154,0.529,0.423,0.329
"Chart-3","t3",6,480,247.8,0.951,0.905,0.516
"Chart-4","t3",6,480,490.2,0.573,0.464,0.393
"Chart-6","t3",6,480,23.9,0.5,0.5,0.25
"Chart-7","t3",6,480,63.1,0.973,0.944,0.599
"Chart-9","t3",6,480,205.2,0.938,0.905,0.537
"Closure-100","t3",6,480,422.4,0.266,0.107,0.142
"Closure-124","t3",6,480,137.6,0.094,0.044,0.027
"Closure-130","t3",6,480,504,0.075,0.03,0
"Closure-132","t3",6,480,23.5,0,0,0
"Closure-14","t3",6,480,494.5,0.279,0.211,0.191
"Closure-16","t3",6,480,210.4,0.304,0.123,0.147
"Closure-20","t3",6,480,26.5,0,0,0
"Closure-46","t3",6,480,42,0.068,0,0
"Closure-68","t3",6,480,89.4,0.148,0.08,0.04
"Closure-74","t3",6,480,74.1,0.057,0.031,0.011
"Closure-98","t3",6,480,375.5,0.589,0.315,0.414
"Closure-99","t3",6,480,376.3,0.274,0.11,0.129
"Lang-28","t3",6,480,15.8,0.12,0.145,0.154
"Lang-33","t3",6,480,7.7,0,0,0
"Lang-36","t3",6,480,35.9,0.888,0.722,0.364
"Lang-37","t3",6,480,100.1,0.985,0.981,0.965
"Lang-41","t3",6,480,7.5,0,0,0
"Lang-43","t3",6,480,41.2,0.122,0.01,0
"Lang-47","t3",6,480,178.9,0.987,0.968,0.863
"Lang-50","t3",6,480,128.8,0.943,0.897,0.602
"Lang-57","t3",6,480,15.8,0.87,0.708,0.424
"Lang-58","t3",6,480,38.5,0.909,0.786,0.461
"Lang-59","t3",6,480,137.5,0.99,0.976,0.853
"Lang-60","t3",6,480,145.6,0.99,0.976,0.859
