benchmark,tool,runs,"budget",tgen,avgcovi,avgcovb,avgcovm
"WEBMAGIC-1","evosuite",6,240,154.2,0.331,0.224,0.42
"WEBMAGIC-2","evosuite",6,240,239.6,0.591,0.415,0.536
"WEBMAGIC-3","evosuite",6,240,200.8,0.998,0.841,0.831
"WEBMAGIC-4","evosuite",6,240,3.6,0,0,0
"WEBMAGIC-5","evosuite",6,240,67,0,0,0
"ZXING-10","evosuite",6,240,172.9,0.914,0.817,0.731
"ZXING-1","evosuite",6,240,216.8,0.477,0.393,0.166
"ZXING-2","evosuite",6,240,232.6,0.315,0.303,0.329
"ZXING-3","evosuite",6,240,163.7,0.979,0.916,0.686
"ZXING-4","evosuite",6,240,171.3,0.959,0.953,0.843
"ZXING-5","evosuite",6,240,207.4,0.915,0.889,0.525
"ZXING-6","evosuite",6,240,178,0.7,0.614,0.377
"ZXING-7","evosuite",6,240,199.7,0.981,0.973,0.924
"ZXING-8","evosuite",6,240,151.4,0.801,0.822,0.467
"ZXING-9","evosuite",6,240,147.9,0.984,0.969,0.634
"DUBBO-10","jtexpert",6,240,197.2,0.034,0,0
"DUBBO-2","jtexpert",6,240,199,0,0,0
"DUBBO-3","jtexpert",6,240,3,0,0,0
"DUBBO-4","jtexpert",6,240,196.9,0.774,0.798,0.716
"DUBBO-5","jtexpert",6,240,196.6,0.969,0.731,1
"DUBBO-6","jtexpert",6,240,196.6,0.514,0.597,0.639
"DUBBO-7","jtexpert",6,240,197.2,0.92,0.788,0.974
"DUBBO-8","jtexpert",6,240,198.1,0.803,0.607,0.839
"DUBBO-9","jtexpert",6,240,198.8,0.825,0.747,0.727
"FASTJSON-10","jtexpert",6,240,197.1,0.6,0.5,0.586
"FASTJSON-1","jtexpert",6,240,279.3,0.284,0.287,0.047
"FASTJSON-2","jtexpert",6,240,227.1,0.57,0.504,0.658
"FASTJSON-3","jtexpert",6,240,223.6,0.436,0.366,0.453
"FASTJSON-4","jtexpert",6,240,168.5,0.762,0.75,0.48
"FASTJSON-5","jtexpert",6,240,198.1,0.498,0.425,0.6
"FASTJSON-6","jtexpert",6,240,198,0.762,0.644,0.736
"FASTJSON-7","jtexpert",6,240,200.3,0.83,0.759,0.786
"FASTJSON-8","jtexpert",6,240,200.4,0.812,0.71,0.909
"FASTJSON-9","jtexpert",6,240,196.4,0.437,0.536,0.539
"JSOUP-1","jtexpert",6,240,223.4,0.971,0.892,0.203
"JSOUP-2","jtexpert",6,240,196.2,0.271,0.278,0.173
"JSOUP-3","jtexpert",6,240,198,0.745,0.444,0.845
"JSOUP-4","jtexpert",6,240,8.6,0.166,0.166,0.166
"JSOUP-5","jtexpert",6,240,197.1,0,0,0
"OKIO-10","jtexpert",6,240,196.1,0,0,0
"OKIO-1","jtexpert",6,240,227.7,0,0,0
"OKIO-2","jtexpert",6,240,200.5,0.864,0.901,0.956
"OKIO-3","jtexpert",6,240,198.5,0.256,0.219,0.287
"OKIO-4","jtexpert",6,240,198.5,0,0,0
"OKIO-5","jtexpert",6,240,221.3,0,0,0
"OKIO-6","jtexpert",6,240,2.9,0,0,0
"OKIO-7","jtexpert",6,240,196.2,0.418,0.229,0.365
"OKIO-8","jtexpert",6,240,214.8,0,0,0
"OKIO-9","jtexpert",6,240,196.2,0.533,0.423,0.384
"REDISSON-10","jtexpert",6,240,9.5,0,0,0
"REDISSON-1","jtexpert",6,240,196.5,0,0,0
"REDISSON-2","jtexpert",6,240,196,0,0,0
"REDISSON-3","jtexpert",6,240,32.5,0,0,0
"REDISSON-4","jtexpert",6,240,21.4,0,0,0
"REDISSON-5","jtexpert",6,240,40.5,0,0,0
"REDISSON-6","jtexpert",6,240,16.9,0,0,0
"REDISSON-7","jtexpert",6,240,29,0,0,0
"REDISSON-8","jtexpert",6,240,18.8,0,0,0
"REDISSON-9","jtexpert",6,240,21.9,0.5,0.5,0.319
"WEBMAGIC-1","jtexpert",6,240,197.1,0,0,0
"WEBMAGIC-2","jtexpert",6,240,2.9,0,0,0
"WEBMAGIC-3","jtexpert",6,240,204.3,1,0.765,1
"WEBMAGIC-4","jtexpert",6,240,3,0,0,0
"WEBMAGIC-5","jtexpert",6,240,197.1,0.951,0.966,0.927
"ZXING-10","jtexpert",6,240,212.5,0.851,0.753,0.251
"ZXING-1","jtexpert",6,240,203.1,0.422,0.345,0.424
"ZXING-2","jtexpert",6,240,2.6,0,0,0
"ZXING-3","jtexpert",6,240,207.2,0.975,0.824,0.989
"ZXING-4","jtexpert",6,240,209.8,0.654,0.471,0.37
"ZXING-5","jtexpert",6,240,206.7,0.967,0.95,0.501
"ZXING-6","jtexpert",6,240,201.3,0.488,0.429,0.512
"ZXING-7","jtexpert",6,240,197.3,0.99,0.98,1
"ZXING-8","jtexpert",6,240,196.3,0.344,0.294,0.23
"ZXING-9","jtexpert",6,240,197.2,1,0.935,1
